x,thread pool hybrid - avg user cpu,thread pool hybrid - avg system cpu,connection per thread - avg user cpu,connection per thread - avg system cpu
1,20.142222222222223,8.598888888888887,14.454444444444444,8.442777777777778
4,101.5,37.28888888888888,89.6888888888889,35.36666666666665
16,653.5111111111112,202.1222222222222,695.5555555555555,204.6777777777778
64,1563.7222222222222,738.9666666666667,1683.9333333333334,673.2
256,1593.7333333333333,718.0888888888888,1700.9777777777779,653.9222222222222
1024,1622.9555555555557,658.0111111111112,1715.5666666666666,601.6888888888889
4096,1480.9333333333334,718.1333333333334,1707.177777777778,591.2333333333333
16384,1347.7684210526315,672.6526315789474,1074.3157894736842,369.2631578947369
32768,1314.0499999999997,651.01,1013.2105263157895,373.65263157894736
